"","X1","GPS","VFC","long_distance","Fx","Fy","MI_X","MI_Y"
"45",2009-03-09,0.70362473347548,0.844206084051345,"GPS",0.575757575757576,0.662337662337662,0.428770126699972,0.647796176545067
"46",2009-03-10,0.75408670931059,0.88939687005451,"GPS",0.974025974025974,0.952380952380952,0.879961352498094,0.636870045218989
"47",2009-03-11,0.773987206823028,0.893089502373835,"GPS",0.852813852813853,0.606060606060606,0.886637758641286,0.267075429555725
"48",2009-03-12,0.815209665955935,0.934235976789168,"GPS",0.952380952380952,0.935064935064935,0.82138747266438,0.685660556716558
"49",2009-03-13,0.852167732764748,0.942324599964832,"GPS",0.930735930735931,0.67965367965368,0.950454791285043,0.237441043680109
"50",2009-03-16,0.836531627576404,0.919289607877616,"GPS",0.294372294372294,0.168831168831169,0.604940511599979,0.165522101880419
"51",2009-03-17,0.867803837953092,0.952523298751539,"GPS",0.904761904761905,0.913419913419913,0.706110192567625,0.752858943373868
"52",2009-03-18,0.884861407249467,0.990152980481801,"GPS",0.796536796536797,0.922077922077922,0.420539339870914,0.896726218267512
"53",2009-03-19,0.886993603411514,1.00791278354141,"GPS",0.54978354978355,0.783549783549784,0.273342909767148,0.832682878828159
"54",2009-03-20,0.851457000710732,0.976261649375769,"GPS",0.0995670995670996,0.138528138528139,0.21405369638272,0.450358450162809
"55",2009-03-23,0.91044776119403,1.03569544575347,"GPS",0.974025974025974,0.965367965367965,0.833861771415912,0.717998705699436
"56",2009-03-24,0.897654584221748,1.0219799542817,"GPS",0.350649350649351,0.285714285714286,0.498770581550208,0.30433700562322
"57",2009-03-25,0.874200426439232,1.02584842623527,"GPS",0.203463203463203,0.606060606060606,0.0580424007318487,0.883626911227024
"58",2009-03-26,0.927505330490405,1.03886055917004,"GPS",0.961038961038961,0.727272727272727,0.973481198171046,0.218252581200541
"59",2009-03-27,0.928216062544421,1.02848602074908,"GPS",0.528138528138528,0.359307359307359,0.667636900973824,0.248637280317519
"60",2009-03-30,0.92181947405828,1.00580270793037,"GPS",0.41991341991342,0.173160173160173,0.765304908124931,0.0928614662817777
"61",2009-03-31,0.923240938166311,1.00422015122209,"GPS",0.541125541125541,0.506493506493506,0.533771712883195,0.446338445076131
"62",2009-04-01,0.975835110163468,1.03042025672587,"GPS",0.961038961038961,0.87012987012987,0.933641205291758,0.435136470291828
"63",2009-04-02,1.02558635394456,1.07947951468261,"GPS",0.943722943722944,0.939393939393939,0.772264026280712,0.739296114178931
"64",2009-04-03,1.08386638237385,1.13187972569017,"GPS",0.961038961038961,0.943722943722944,0.836993339394889,0.681021539264496
"65",2009-04-06,1.02771855010661,1.11236152628803,"GPS",0.0649350649350649,0.229437229437229,0.0448626583520949,0.779224253683793
"66",2009-04-07,0.993603411513859,1.08088623175664,"GPS",0.121212121212121,0.155844155844156,0.242755438167802,0.428983409133025
"67",2009-04-08,1.02416488983653,1.10409706347811,"GPS",0.887445887445887,0.826839826839827,0.801086843344891,0.563929228219498
"68",2009-04-09,1.07249466950959,1.16159662387902,"GPS",0.939393939393939,0.952380952380952,0.704371324698069,0.80960889895277
"69",2009-04-13,1.06467661691542,1.15913486899947,"GPS",0.41991341991342,0.506493506493506,0.352098045923726,0.572798245840945
"70",2009-04-14,1.03766879886283,1.13082468788465,"GPS",0.212121212121212,0.168831168831169,0.444709145100857,0.262934885013206
"71",2009-04-15,1.045486851457,1.12168102690346,"GPS",0.61038961038961,0.393939393939394,0.737209999111856,0.229711327679449
"72",2009-04-16,1.09239516702203,1.14911200984702,"GPS",0.926406926406926,0.852813852813853,0.864274699962355,0.526245531279357
"73",2009-04-17,1.07462686567164,1.16669597327238,"GPS",0.316017316017316,0.748917748917749,0.0862783796929854,0.910922574799822
"74",2009-04-20,1.04335465529495,1.12256022507473,"GPS",0.168831168831169,0.0995670995670996,0.535743176000383,0.162320792150522
"75",2009-04-21,1.0589907604833,1.16898188851767,"GPS",0.74025974025974,0.926406926406926,0.319922755891931,0.92873200134908
"76",2009-04-22,1.06965174129353,1.19852294707227,"GPS",0.653679653679654,0.861471861471861,0.314673916022752,0.876402063819256
"77",2009-04-23,1.07960199004975,1.18586249340601,"GPS",0.645021645021645,0.354978354978355,0.805966139120484,0.164733691531324
"78",2009-04-24,1.08599857853589,1.21188675927554,"GPS",0.584415584415584,0.831168831168831,0.266156700215809,0.871014488419205
"79",2009-04-27,1.05828002842928,1.16229998241604,"GPS",0.212121212121212,0.0822510822510823,0.691834112611583,0.0808676964898901
"80",2009-04-28,1.06041222459133,1.18304905925796,"GPS",0.545454545454545,0.783549783549784,0.268224883997933,0.83508323878916
"81",2009-04-29,1.07249466950959,1.0219799542817,NA,0.666666666666667,0,0.9999999999,1e-10
"82",2009-04-30,1.1044776119403,1.04220151222085,NA,0.883116883116883,0.800865800865801,0.81767333848987,0.517781468489321
"83",2009-05-01,1.12082444918266,1.03833304026728,NA,0.74025974025974,0.489177489177489,0.817786370427391,0.241246206229521
"84",2009-05-04,1.20398009950249,1.05468612625286,"VFC",0.978354978354978,0.757575757575758,0.986846923522347,0.188285971988577
"85",2009-05-05,1.1862117981521,1.0443115878319,"VFC",0.329004329004329,0.363636363636364,0.36093798858618,0.460875875850106
"86",2009-05-06,1.15991471215352,1.04325655002638,"VFC",0.238095238095238,0.528138528138528,0.110461306277488,0.79350592042489
"87",2009-05-07,1.19971570717839,1.03305785123967,"VFC",0.891774891774892,0.363636363636364,0.972452627017148,0.0602459215266991
"88",2009-05-08,1.17626154939588,1.02110075611043,"VFC",0.281385281385281,0.329004329004329,0.321993751241699,0.468580113800226
"89",2009-05-11,1.1634683724236,0.988570423773519,"VFC",0.385281385281385,0.138528138528139,0.783780676454953,0.0710032895480188
"90",2009-05-12,1.14285714285714,0.973272375593459,"VFC",0.307359307359307,0.264069264069264,0.456858283794965,0.318267233556575
"91",2009-05-13,1.090973702914,0.950237383506242,"VFC",0.0735930735930736,0.168831168831169,0.0983947942412596,0.637561922537227
"92",2009-05-14,1.0952380952381,0.95604009143661,"VFC",0.562770562770563,0.636363636363636,0.435541860073932,0.621020482768894
"93",2009-05-15,1.0774697938877,0.956391770705117,"VFC",0.316017316017316,0.541125541125541,0.185749267451476,0.728301168597655
"94",2009-05-18,1.12651030561478,0.983822753648673,"VFC",0.930735930735931,0.887445887445887,0.835548626821417,0.60395217916189
"95",2009-05-19,1.13574982231699,0.980305960963601,"VFC",0.623376623376623,0.489177489177489,0.670145590370918,0.341875829014499
"96",2009-05-20,1.13219616204691,0.969228064005627,"VFC",0.471861471861472,0.337662337662338,0.615386088147931,0.265656879573685
"97",2009-05-21,1.13574982231699,0.958853525584667,"VFC",0.558441558441558,0.346320346320346,0.718764344143806,0.209857066638168
"98",2009-05-22,1.16488983653163,0.960611921927202,"VFC",0.852813852813853,0.567099567099567,0.901602330358691,0.22472635626569
"99",2009-05-26,1.2089552238806,1.01142957622648,"VFC",0.904761904761905,0.952380952380952,0.573151985468275,0.877934837370749
"100",2009-05-27,1.227434257285,0.988922103042026,"VFC",0.748917748917749,0.168831168831169,0.961801682564519,0.0210231647179292
"101",2009-05-28,1.21321961620469,0.977492526815544,"VFC",0.376623376623377,0.329004329004329,0.482003276650461,0.346152828724161
"102",2009-05-29,1.26865671641791,0.999120801828732,"VFC",0.935064935064935,0.831168831168831,0.900878664399551,0.450933272855844
"103",2009-06-01,1.3226723525231,1.04818005978548,"VFC",0.922077922077922,0.943722943722944,0.670708158167842,0.817775279931774
"104",2009-06-02,1.29424307036247,1.04765254088272,"VFC",0.251082251082251,0.528138528138528,0.12302392718969,0.780249142483552
"105",2009-06-03,1.2956645344705,1.05240021100756,"VFC",0.532467532467532,0.619047619047619,0.407804432799843,0.623957904722112
"106",2009-06-04,1.20398009950249,1.04870757868824,"VFC",0.025974025974026,0.489177489177489,0.00117538750364065,0.981754866049118
"107",2009-06-05,1.181947405828,1.03323369087392,"VFC",0.294372294372294,0.268398268398268,0.426984886551957,0.342796600478522
"108",2009-06-08,1.18905472636816,1.02180411464744,"VFC",0.584415584415584,0.337662337662338,0.75668513776844,0.182787103189791
"109",2009-06-09,1.20398009950249,1.04747670124846,"VFC",0.683982683982684,0.861471861471861,0.35623743702391,0.861224229662308
"110",2009-06-10,1.18976545842217,1.04255319148936,"VFC",0.376623376623377,0.467532467532468,0.325885239414629,0.563729354847852
"111",2009-06-11,1.15351812366738,1.04290487075787,"VFC",0.16017316017316,0.536796536796537,0.0467451832169596,0.876195308609752
"112",2009-06-12,1.1634683724236,1.02690346404079,"VFC",0.632034632034632,0.268398268398268,0.855982547838823,0.0949412709334327
"113",2009-06-15,1.14498933901919,1.01424301037454,"VFC",0.316017316017316,0.32034632034632,0.392315343148871,0.405408189607459
"114",2009-06-16,1.11300639658849,0.991735537190083,"VFC",0.186147186147186,0.168831168831169,0.384552021309727,0.307408961553548
"115",2009-06-17,1.13859275053305,0.987515385967997,"VFC",0.831168831168831,0.476190476190476,0.91250690744629,0.159798178188246
"116",2009-06-18,1.13361762615494,0.99701072621769,"VFC",0.454545454545455,0.701298701298701,0.232728200430303,0.796021876357192
"117",2009-06-19,1.12295664534471,1.04184983295235,"VFC",0.393939393939394,0.930735930735931,0.0553047726663117,0.984274502532375
"118",2009-06-22,1.1044776119403,1.01019869878671,"VFC",0.311688311688312,0.147186147186147,0.677418520214666,0.118213662831881
"119",2009-06-23,1.08528784648188,0.980833479866362,"VFC",0.307359307359307,0.151515151515152,0.661887677443117,0.127590468203303
"120",2009-06-24,1.10874200426439,0.984350272551433,"VFC",0.813852813852814,0.606060606060606,0.838946803518769,0.311610380016747
"121",2009-06-25,1.15138592750533,0.987339546333744,"VFC",0.904761904761905,0.593073593073593,0.943950015519205,0.192530743496075
"122",2009-06-26,1.14143567874911,0.978195885352559,"VFC",0.411255411255411,0.372294372294372,0.483043218077698,0.376814924639275
"123",2009-06-29,1.17768301350391,0.977316687181291,"VFC",0.887445887445887,0.528138528138528,0.94355056178521,0.156810421129898
"124",2009-06-30,1.16560056858564,0.973272375593459,"VFC",0.38961038961039,0.484848484848485,0.328447274697379,0.574417733644056
"125",2009-07-01,1.14001421464108,0.981888517671883,"VFC",0.238095238095238,0.683982683982684,0.0595669538986369,0.908017153433424
