,GAS,EE
2008-04-02,0.907696307852314,0.9397178281316803
2008-04-03,0.8996359854394176,0.9256092347156903
2008-04-04,0.8853354134165365,0.9247541684480547
2008-04-07,0.8996359854394176,0.9380076955964087
2008-04-08,0.9001560062402495,0.9499786233433091
2008-04-09,0.8910556422256891,0.9427105600684053
2008-04-10,0.8848153926157046,0.9320222317229585
2008-04-11,0.8801352054082163,0.9333048311244121
2008-04-14,0.8819552782111285,0.9405728943993159
2008-04-15,0.8892355694227769,0.9585292860196666
2008-04-16,0.9170566822672908,0.9803334758443779
2008-04-17,0.9152366094643787,0.9696451474989312
2008-04-18,0.9201768070722829,0.983326207781103
2008-04-21,0.9118564742589703,0.9687900812312954
2008-04-22,0.9030161206448257,0.9610944848225738
2008-04-23,0.906396255850234,0.9675074818298417
2008-04-24,0.9121164846593863,0.9619495510902095
2008-04-25,0.9126365054602185,0.9606669516887558
2008-04-28,0.9123764950598025,0.9576742197520307
2008-04-29,0.9100364014560582,0.9572466866182129
2008-04-30,0.8840353614144566,0.9649422830269345
2008-05-01,0.9141965678627144,0.9961522017956391
2008-05-02,0.9092563702548101,0.9961522017956391
2008-05-05,0.9243369734789391,0.9653698161607523
2008-05-06,0.9313572542901716,0.967079948696024
2008-05-07,0.9271970878835152,0.9384352287302266
2008-05-08,0.9284971398855955,0.9307396323215049
2008-05-09,0.9313572542901716,0.9350149636596836
2008-05-12,0.9425377015080603,0.934159897392048
2008-05-13,0.9446177847113884,0.9234715690466011
2008-05-14,0.9474778991159646,0.9238991021804189
2008-05-15,0.9422776911076444,0.9226165027789652
2008-05-16,0.9287571502860114,0.9191962377084224
2008-05-19,0.9331773270930838,0.9234715690466011
2008-05-20,0.9295371814872595,0.9102180418982471
2008-05-21,0.9256370254810192,0.9033775117571611
2008-05-22,0.9282371294851794,0.9140658401026079
2008-05-23,0.9152366094643787,0.9119281744335185
2008-05-27,0.921996879875195,0.9093629756306113
2008-05-28,0.9271970878835152,0.9016673792218897
2008-05-29,0.9373374934997399,0.9196237708422403
2008-05-30,0.9282371294851794,0.9238991021804189
2008-06-02,0.9290171606864274,0.920478837109876
2008-06-03,0.9282371294851794,0.9076528430953399
2008-06-04,0.9347373894955798,0.9221889696451475
2008-06-05,0.9469578783151327,0.9499786233433091
2008-06-06,0.9331773270930838,0.9290294997862334
2008-06-09,0.9329173166926678,0.9290294997862334
2008-06-10,0.9193967758710349,0.9213339033775118
2008-06-11,0.906136245449818,0.9029499786233434
2008-06-12,0.891575663026521,0.8956819153484394
2008-06-13,0.8900156006240248,0.9123557075673364
2008-06-16,0.8861154446177847,0.9191962377084224
2008-06-17,0.8879355174206968,0.9132107738349722
2008-06-18,0.9001560062402495,0.9132107738349722
2008-06-19,0.8985959438377535,0.9260367678495083
2008-06-20,0.891575663026521,0.9115006412997008
2008-06-23,0.8881955278211128,0.9162035057716973
2008-06-24,0.8718148725949038,0.9085079093629757
2008-06-25,0.8822152886115444,0.910645575032065
2008-06-26,0.8824752990119604,0.8828559213339033
2008-06-27,0.8824752990119604,0.854211201368106
2008-06-30,0.8991159646385855,0.8465156049593844
2008-07-01,0.889755590223609,0.8422402736212056
2008-07-02,0.8725949037961519,0.8268490808037623
2008-07-03,0.8507540301612064,0.8153056861906798
2008-07-07,0.857774310972439,0.8182984181274049
2008-07-08,0.874414976599064,0.8371098760153911
2008-07-09,0.8850754030161206,0.8422402736212056
2008-07-10,0.8772750910036402,0.8371098760153911
2008-07-11,0.8788351534061362,0.837964942283027
2008-07-14,0.8741549661986479,0.8272766139375802
2008-07-15,0.8710348413936557,0.8217186831979477
2008-07-16,0.8650546021840875,0.8259940145361265
2008-07-17,0.8684347373894955,0.8230012825994014
2008-07-18,0.8668746749869995,0.8208636169303121
2008-07-21,0.8642745709828393,0.8371098760153911
2008-07-22,0.8710348413936557,0.8550662676357418
2008-07-23,0.8681747269890796,0.8516460025651988
2008-07-24,0.8720748829953198,0.854211201368106
2008-07-25,0.8718148725949038,0.8606241983753741
2008-07-28,0.8710348413936557,0.8563488670371954
2008-07-29,0.8681747269890796,0.8734501923899102
2008-07-30,0.8892355694227769,0.8875587858059
2008-07-31,0.8985959438377535,0.8832834544677213
2008-08-01,0.8710348413936557,0.8456605386917486
2008-08-04,0.8551742069682787,0.8525010688328346
2008-08-05,0.8699947997919917,0.850790936297563
2008-08-06,0.8679147165886636,0.893971782813168
2008-08-07,0.858554342173687,0.893971782813168
2008-08-08,0.8616744669786791,0.8973920478837109
2008-08-11,0.8736349453978159,0.920051303976058
2008-08-12,0.8608944357774311,0.9012398460880717
2008-08-13,0.8546541861674466,0.9115006412997008
2008-08-14,0.8421736869474779,0.9140658401026079
2008-08-15,0.8432137285491419,0.9234715690466011
2008-08-18,0.8525741029641185,0.927319367250962
2008-08-19,0.8580343213728548,0.9264643009833262
2008-08-20,0.8572542901716068,0.9243266353142369
2008-08-21,0.8530941237649506,0.9140658401026079
2008-08-22,0.8533541341653667,0.9183411714407866
2008-08-25,0.8458138325533021,0.8999572466866183
2008-08-26,0.8525741029641185,0.8999572466866183
2008-08-27,0.8655746229849194,0.9063702436938862
2008-08-28,0.8673946957878315,0.9174861051731509
2008-08-29,0.859594383775351,0.9102180418982471
2008-09-02,0.8640145605824232,0.9042325780247968
2008-09-03,0.8541341653666147,0.9179136383069687
2008-09-04,0.8421736869474779,0.9127832407011544
2008-09-05,0.8304732189287571,0.9008123129542539
2008-09-08,0.8481539261570462,0.9277469003847798
2008-09-09,0.8361934477379094,0.9080803762291577
2008-09-10,0.8413936557462298,0.903805044890979
2008-09-11,0.8525741029641185,0.9281744335185977
2008-09-12,0.8603744149765992,0.9320222317229585
2008-09-15,0.8325533021320853,0.9115006412997008
2008-09-16,0.8291731669266771,0.9055151774262505
2008-09-17,0.8166926677067082,0.8469431380932021
2008-09-18,0.8653146125845034,0.8336896109448482
2008-09-19,0.8783151326053042,0.8926891834117143
2008-09-22,0.8497139885595424,0.8935442496793501
2008-09-23,0.8499739989599583,0.8969645147498931
2008-09-24,0.8424336973478939,0.8807182556648141
2008-09-25,0.8460738429537181,0.9123557075673364
2008-09-26,0.8398335933437336,0.9166310389055152
2008-09-29,0.8031721268850754,0.8584865327062846
2008-09-30,0.8159126365054602,0.8978195810175288
2008-10-01,0.8273530941237649,0.8888413852073536
2008-10-02,0.8172126885075403,0.861051731509192
2008-10-03,0.8138325533021321,0.8533561351004703
2008-10-06,0.7802912116484659,0.8452330055579307
2008-10-07,0.7802912116484659,0.804617357845233
2008-10-08,0.7574102964118564,0.7840957674219752
2008-10-09,0.6827873114924597,0.7349294570329201
2008-10-10,0.6830473218928756,0.7460453185121847
2008-10-13,0.7415496619864794,0.8135955536554084
2008-10-14,0.7272490899635985,0.8050448909790507
2008-10-15,0.6760270410816432,0.7451902522445489
2008-10-16,0.7316692667706708,0.7828131680205215
2008-10-17,0.7085283411336454,0.7691321077383496
2008-10-20,0.765210608424337,0.8242838820008551
2008-10-21,0.732969318772751,0.8050448909790507
2008-10-22,0.7269890795631825,0.7845233005557931
2008-10-23,0.732969318772751,0.7990594271056007
2008-10-24,0.7134685387415497,0.7575887131252671
2008-10-27,0.6664066562662506,0.7255237280889268
2008-10-28,0.7137285491419656,0.7477554510474561
2008-10-29,0.7293291731669267,0.7665669089354424
2008-10-30,0.765730629225169,0.7866609662248824
2008-10-31,0.7904316172646906,0.7917913638306968
2008-11-03,0.7927717108684347,0.8106028217186833
2008-11-04,0.7945917836713468,0.8058999572466866
2008-11-05,0.7756110244409776,0.721675929884566
2008-11-06,0.7407696307852314,0.7199657973492946
2008-11-07,0.7561102444097764,0.7289439931594699
2008-11-10,0.7579303172126884,0.7327917913638307
2008-11-11,0.7529901196047842,0.7238135955536554
2008-11-12,0.7332293291731669,0.7071398033347583
2008-11-13,0.7888715548621945,0.7772552372808892
2008-11-14,0.7449297971918877,0.7336468576314664
2008-11-17,0.7553302132085283,0.7413424540401881
2008-11-18,0.7613104524180967,0.7631466438648996
2008-11-19,0.7332293291731669,0.7229585292860197
2008-11-20,0.6866874674986999,0.6759298845660539
2008-11-21,0.7363494539781591,0.7323642582300127
2008-11-24,0.766770670826833,0.7366395895681915
2008-11-25,0.7675507020280811,0.7421975203078238
2008-11-26,0.7750910036401456,0.7541684480547243
2008-11-28,0.782891315652626,0.7704147071398033
2008-12-01,0.7249089963598544,0.7302265925609234
2008-12-02,0.7420696827873114,0.7738349722103464
2008-12-03,0.750130005200208,0.7469003847798203
2008-12-04,0.7267290691627665,0.7165455322787516
2008-12-05,0.7384295371814872,0.741769987174006
2008-12-08,0.7337493499739989,0.7755451047456178
2008-12-09,0.7280291211648465,0.7785378366823429
2008-12-10,0.7428497139885595,0.788371098760154
2008-12-11,0.7524700988039522,0.7293715262932876
2008-12-12,0.7737909516380655,0.7456177853783669
2008-12-15,0.764950598023921,0.7340743907652844
2008-12-16,0.7896515860634425,0.7699871740059855
2008-12-17,0.7792511700468018,0.7674219752030782
2008-12-18,0.7722308892355694,0.7669944420692604
2008-12-19,0.7685907436297451,0.7772552372808892
2008-12-22,0.7644305772230888,0.7669944420692604
2008-12-23,0.7600104004160166,0.7524583155194527
2008-12-24,0.765470618824753,0.7618640444634459
2008-12-26,0.7698907956318253,0.7631466438648996
2008-12-29,0.7688507540301612,0.7575887131252671
2008-12-30,0.7886115444617784,0.7601539119281745
2008-12-31,0.8151326053042122,0.7734074390765284
