,KW,ARR
2008-07-23,1.0231277533039647,1.0195865070729053
2008-07-24,1.0231277533039647,1.0195865070729053
2008-07-25,1.0231277533039647,1.0184983677910773
2008-07-28,1.0231277533039647,1.0184983677910773
2008-07-29,1.0231277533039647,1.0184983677910773
2008-07-30,1.02863436123348,1.0228509249183897
2008-07-31,1.02863436123348,1.0228509249183897
2008-08-01,1.029735682819383,1.0217627856365616
2008-08-04,1.029735682819383,1.0228509249183897
2008-08-05,1.029735682819383,1.0261153427638738
2008-08-06,1.029735682819383,1.0250272034820458
2008-08-07,1.029735682819383,1.0239390642002177
2008-08-08,1.0330286343612334,1.0250272034820458
2008-08-11,1.027533039647577,1.02829162132753
2008-08-12,1.024229074889868,1.0228509249183897
2008-08-13,1.024229074889868,1.0228509249183897
2008-08-14,1.024229074889868,1.02829162132753
2008-08-15,1.024229074889868,1.02829162132753
2008-08-18,1.024229074889868,1.02829162132753
2008-08-19,1.024229074889868,1.02829162132753
2008-08-20,1.024229074889868,1.02829162132753
2008-08-21,1.029735682819383,1.02829162132753
2008-08-22,1.029735682819383,1.0326441784548424
2008-08-25,1.0308370044052864,1.02829162132753
2008-08-26,1.027533039647577,1.0315560391730143
2008-08-27,1.0352422907488987,1.0380848748639826
2008-08-28,1.029735682819383,1.0326441784548424
2008-08-29,1.040748898678414,1.0228509249183897
2008-09-02,1.0462555066079295,1.0228509249183897
2008-09-03,1.0462555066079295,1.0228509249183897
2008-09-04,1.0352422907488987,1.02829162132753
2008-09-05,1.0352422907488987,1.0250272034820458
2008-09-08,1.0352422907488987,1.02829162132753
2008-09-09,1.0429515418502204,1.0293797606093582
2008-09-10,1.0352422907488987,1.0304678998911863
2008-09-11,1.0363436123348018,1.0261153427638738
2008-09-12,1.0330396475770927,1.0304678998911863
2008-09-15,1.0279515418502203,1.0304678998911863
2008-09-16,1.027533039647577,1.0250272034820458
2008-09-17,1.029735682819383,1.0152339499455931
2008-09-18,1.0231277533039647,1.0174102285092492
2008-09-19,1.0220264317180616,1.0065288356909685
2008-09-22,1.0220264317180616,1.0076169749727966
2008-09-23,1.0220264317180616,1.0076169749727966
2008-09-24,1.0220264317180616,1.0076169749727966
2008-09-25,1.0,0.9912948857453754
2008-09-26,0.9922907488986784,1.0097932535364527
2008-09-29,1.002202643171806,1.013057671381937
2008-09-30,1.002202643171806,0.998911860718172
2008-10-01,0.9801762114537446,0.9956474428726878
2008-10-02,0.974669603524229,0.9793253536452666
2008-10-03,0.974669603524229,0.9684439608269859
2008-10-06,0.9636563876651982,0.9205658324265508
2008-10-07,0.974669603524229,0.9434167573449402
2008-10-08,0.9691629955947137,0.9510337323177367
2008-10-09,0.9471365638766519,0.9575625680087052
2008-10-10,0.9471365638766519,0.9488574537540806
2008-10-13,0.9427312775330396,0.9499455930359086
2008-10-14,0.9801762114537446,0.9521218715995649
2008-10-15,0.9636563876651982,0.9521218715995649
2008-10-16,0.9856828193832599,0.9575625680087052
2008-10-17,0.974669603524229,0.9575625680087052
2008-10-20,0.9790748898678414,0.9597388465723613
2008-10-21,0.9801762114537446,0.9738846572361262
2008-10-22,0.9900881057268722,0.9738846572361262
2008-10-23,0.9900881057268722,0.9738846572361262
2008-10-24,0.9900881057268722,0.9684439608269859
2008-10-27,0.9867841409691631,0.9684439608269859
2008-10-28,0.9867841409691631,0.9684439608269859
2008-10-29,0.9900881057268722,0.9782372143634386
2008-10-30,0.9889867841409692,0.9738846572361262
2008-10-31,0.9856828193832599,0.9793253536452666
2008-11-03,0.9911894273127754,0.9804134929270947
2008-11-04,0.9944933920704845,0.9945593035908598
2008-11-05,0.9944933920704845,0.9804134929270947
2008-11-06,0.998898678414097,0.9804134929270947
2008-11-07,0.998898678414097,0.9804134929270947
2008-11-10,0.998898678414097,0.9717083786724701
2008-11-11,0.998898678414097,0.9738846572361262
2008-11-12,0.9955947136563875,0.9738846572361262
2008-11-13,0.9955947136563875,0.9738846572361262
2008-11-14,0.9955947136563875,0.9717083786724701
2008-11-17,0.9856828193832599,0.9717083786724701
2008-11-18,0.9933920704845814,0.9782372143634386
2008-11-19,0.9933920704845814,0.9825897714907508
2008-11-20,0.9856828193832599,0.9793253536452666
2008-11-21,0.9856828193832599,0.9793253536452666
2008-11-24,0.9812775330396476,1.001088139281828
2008-11-25,0.9812775330396476,0.9836779107725788
2008-11-26,0.9801762114537446,0.9967355821545159
2008-11-28,0.9900881057268722,0.9967355821545159
2008-12-01,0.9801762114537446,0.9967355821545159
2008-12-02,0.985693832599119,0.9804134929270947
2008-12-03,0.9889867841409692,0.9804134929270947
2008-12-04,0.9889867841409692,0.9891186071817193
2008-12-05,0.9889867841409692,0.9836779107725788
2008-12-08,0.9889867841409692,0.9836779107725788
2008-12-09,0.9911894273127754,0.9825897714907508
2008-12-10,0.9911894273127754,0.9858541893362351
2008-12-11,0.9911894273127754,0.9858541893362351
2008-12-12,0.9911894273127754,0.9858541893362351
2008-12-15,0.9911894273127754,0.9858541893362351
2008-12-16,0.9856828193832599,0.9945593035908598
2008-12-17,0.9856828193832599,0.9749727965179544
2008-12-18,0.9856828193832599,0.9836779107725788
2008-12-19,0.9856828193832599,0.9771490750816105
2008-12-22,0.9856828193832599,0.9782372143634386
2008-12-23,0.9867841409691631,0.9804134929270947
2008-12-24,0.9955947136563875,0.9836779107725788
2008-12-26,0.9955947136563875,0.9836779107725788
2008-12-29,0.9977973568281939,0.9902067464635473
2008-12-30,1.002202643171806,0.9923830250272034
2008-12-31,1.0077092511013217,0.9978237214363439
